_id,_status,_submission_time,_submitted_by,act_auto,act_comunal,act_movil,act_pc,act_refri,act_tv,ahorro1,altitude,anio,aprobado,canton,cocina,credit,derecho_tenencia,dest_bas,ed_sup,edad,edbb15_17,edbb25_inc,electricidad,end,est_civil,est_pds,est_piso,est_techo,etnia,fecha,fuente_agua,galim,geduc,ginternet,gsalud,gservbas,gstreaming,gtelefoniam,gtransp,gviv,inodoro,jefe_h,latitude,longitude,mat_pds,mat_piso,mat_techo,mod_ed_sup,niv_educ,no_asist,num25_inc,num_dorm,num_ed_sup,num_per,otros_g,p24,p27,p30,p32,p33,p34,p36,p38,p39,p44,p_20,parent,parroquia,precision,razon,razon_ed_sup,rec_bas,serv_movil,serv_stream,sexo,start,t_infantil,t_infantil_h,t_infantil_re,tenencia,tipo_estbb,tipo_estsup,tipo_viv,valor_credit,valor_elecvh,viv_internet,zona
314079895,submitted_via_web,2024-02-19 21:15:57,josel_jimenezg,0,otras,si,si,si,si,0,478.7322720501128,2024,13,Loja,Gas natural,no,si,,no,25,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-02-16 10:03:31.192,soltero(a),bueno,bueno,bueno,mestizo,2024-02-16,De la red pública,200.0,50.0,20.0,80.0,30.0,,,20.0,,Conectado a red pública de alcantarillado,0,-4.3826761,-79.9483939,ladrillo,baldosa,plancha zinc,,bachillerato,,,3,,5,20.0,30.0,Trabajar más horas en su trabajo actual,Buscar más trabajo ?,,,,,,,no,si,Hijo o hija,Loja,4.662,,no,si,no,no,femenino,2024-02-16 09:48:52.943,no,,,propia,fiscal,,Casa/Villa,,,si,Si
338142915,submitted_via_web,2024-05-11 22:25:30,yajaira_riera_,0,no participa,si,no,no,no,0,2735.0,2024,4,Loja,Gas natural,no,si,,no,85,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 16:26:09.343,viudo(a),bueno,regular,regular,mestizo,2024-05-11,De la red pública,30.0,0.0,,0.0,10.0,,,10.0,,Conectado a red pública de alcantarillado,1,-3.8429891,-79.3436335,tapia,tablones de madera,teja,,primaria,,,2,,1,0.0,15.0,No desea trabajar más horas,,,,,,,,no,si,,Chuquiribamba,5.333,,no,si,no,no,masculino,2024-05-11 16:13:12.114,no,,,propia,,,Casa/Villa,,,no,No
338140699,submitted_via_web,2024-05-11 21:59:33,karen_ortega,0,deportes y entretenimiento,si,no,si,si,0,1575.9,2024,6,Loja,GLP,si,no,,no,75,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 14:07:33.454,unión libre,regular,regular,regular,mestizo,2024-05-11,De la red pública,100.0,50.0,,5.0,60.0,,,0.0,,Conectado a red pública de alcantarillado,1,-4.2616728,-79.2228706,adobe,cemento,otros,,primaria,,,3,,3,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No está en edad de trabajar,"Otro, cuál",,,,no,,Vilcabamba (Victoria),3.0,,no,si,no,no,masculino,2024-05-11 14:01:26.151,no,,,propia,fiscal,,Casa/Villa,200.0,,no,No
338101573,submitted_via_web,2024-05-11 17:15:30,mariaaguilar_24,0,limpieza y adecentamiento,si,no,no,si,0,2572.25341796875,2024,6,Loja,Gas natural,no,si,,si,78,No hay miembros del hogar en ese rango de edad,si,Red de empresa eléctrica de servicio público,2024-05-11 10:39:31.163,casado(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,100.0,200.0,10.0,50.0,6.0,0.0,,100.0,,Conectado a red pública de alcantarillado,1,-3.7957678,-79.2817988,bloque,cemento,losa,presencial,primaria,,2.0,3,1.0,3,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No está en edad de trabajar,Incapacitado,,,,no,,Santiago,4.95,,no,si,no,no,femenino,2024-05-11 10:14:51.093,no,,,propia,,privada,Casa/Villa,,,si,No
338140556,submitted_via_web,2024-05-11 21:58:18,adriana_velesaca,0,no se realizan estas actividades,si,no,si,si,100,1573.1,2024,6,Loja,GLP,no,si,,no,62,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 12:21:14.585,casado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,400.0,0.0,,200.0,150.0,20.0,,0.0,,Conectado a red pública de alcantarillado,1,-4.2609347,-79.2232185,ladrillo,cerámica,losa,,superior universitaria,,,4,,2,50.0,2.0,No desea trabajar más horas,,,,,,,,si,si,,Vilcabamba (Victoria),3.013,,no,si,no,no,masculino,2024-05-11 12:13:04.874,no,,,propia,,,Casa/Villa,,,no,No
338152828,submitted_via_web,2024-05-12 01:21:03,davidpc_27,0,no participa,si,no,si,si,50,1602.099975585938,2024,7,Loja,GLP,si,,,no,45,"no, todos asisten",si,Red de empresa eléctrica de servicio público,2024-05-11 12:45:23.363,casado(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,300.0,60.0,25.0,100.0,22.0,,,0.0,60.0,Conectado a red pública de alcantarillado,1,-4.315652,-79.2392001,adobe,cemento,teja,,primaria,,1.0,2,,6,0.0,40.0,No desea trabajar más horas,,,,,,,,no,si,,Quinara,4.78,,no,si,no,no,masculino,2024-05-11 12:25:47.037,no,,,arrendada,fiscal,,Casa/Villa,150.0,40.0,si,No
338140734,submitted_via_web,2024-05-11 22:00:19,anthony_diaz,1,limpieza y adecentamiento,si,no,no,no,50,2458.599853515625,2024,1,Loja,Gas natural,no,,,si,22,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 16:49:03.757,soltero(a),regular,regular,regular,indígena,2024-05-11,Vertiente o manantial,100.0,0.0,,0.0,9.0,,,10.0,30.0,Conectado a red pública de alcantarillado,0,-3.7378008,-79.2636323,adobe,parquet o madera pulida,teja,presencial,bachillerato,,,2,1.0,5,0.0,,,,No realizó ninguna gestión para buscar trabajo,,Tiene un trabajo esporádico u ocasional,,Otro,1.0,no,no,Otros parientes,San Lucas,7.048,,si,si,no,no,femenino,2024-05-11 09:25:51.736,no,,,arrendada,fiscal,pública,Casa/Villa,,,no,No
339050636,submitted_via_web,2024-05-14 20:11:22,anahi_puglla,0,no se realizan estas actividades,no,no,si,si,50,2328.599853515625,2024,3,Loja,GLP,no,si,,si,53,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 10:02:09.814,divorciado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,240.0,0.0,20.0,0.0,20.0,,,0.0,,Conectado a red pública de alcantarillado,1,-3.8529977,-79.4252714,bloque,tablones de madera,teja,presencial,básica,,,5,1.0,7,0.0,4.0,Trabajar más horas en su trabajo actual,No ha realizado ninguna gestión,,,,,,,si,si,,El Cisne,4.88,,no,si,no,no,femenino,2024-05-11 09:46:45.597,no,,,propia,fiscomisional,privada,Casa/Villa,,,si,No
338140737,submitted_via_web,2024-05-11 22:00:21,anthony_diaz,0,deportes y entretenimiento,si,no,si,no,0,2432.199951171875,2024,3,Loja,Gas natural,no,no,otro uso,si,42,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 16:40:26.845,soltero(a),regular,regular,regular,indígena,2024-05-11,Vertiente o manantial,100.0,200.0,20.0,20.0,7.0,,,30.0,,Conectado a red pública de alcantarillado,1,-3.7436645,-79.2674982,bloque,cemento,teja,presencial,bachillerato,,,2,1.0,4,20.0,84.0,Trabajar más horas en otro trabajo,No ha realizado ninguna gestión,,,,,,,no,si,,San Lucas,5.719,,no,no,no,no,femenino,2024-05-11 10:44:46.658,no,,,propia,fiscal,pública,Casa/Villa,,,si,No
348240758,submitted_via_web,2024-06-11 20:29:19,daniela_martinez17,0,limpieza y adecentamiento,si,no,si,si,0,1685.400024414062,2024,6,Loja,Gas natural,no,si,,no,5,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 16:00:48.230,casado(a),regular,bueno,regular,mestizo,2024-05-11,De la red pública,100.0,0.0,20.0,20.0,10.0,,,35.0,,Conectado a pozo séptico,0,-4.3507886,-79.2114579,tabla,cemento,plancha zinc,,secundaria,,,3,,2,0.0,26.0,No desea trabajar más horas,,,,,,,,no,no,Conyuge,Yangana (Arsenio Castillo),4.982,,no,si,no,no,femenino,2024-05-11 15:48:39.107,no,,,propia,,,Casa/Villa,,,si,No
338143097,submitted_via_web,2024-05-11 22:28:18,lester_moreno,1,limpieza y adecentamiento,si,si,si,si,400,2735.89990234375,2024,3,Loja,Electricidad,si,si,,no,62,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 17:24:19.229,viudo(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,200.0,0.0,25.0,50.0,20.0,25.0,0.0,100.0,,Conectado a red pública de alcantarillado,1,-3.8435276,-79.3441877,ladrillo,parquet o madera pulida,losa,,bachillerato,,,2,,1,0.0,40.0,No desea trabajar más horas,,,,,,,,si,si,,Chuquiribamba,4.902,,no,si,si,no,masculino,2024-05-11 17:13:17.970,no,,,propia,,,Casa/Villa,500.0,,si,No
338156779,submitted_via_web,2024-05-12 02:45:06,dspa19,0,no participa,si,si,si,si,20,2249.2998046875,2024,4,Loja,Gas natural,si,si,,si,49,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 16:13:28.181,divorciado(a),regular,bueno,regular,mestizo,2024-05-11,De la red pública,230.0,75.0,25.0,60.0,35.0,20.0,10.0,50.0,,Conectado a red pública de alcantarillado,1,-3.8790933,-79.3289133,ladrillo,cemento,teja,presencial,superior universitaria,,,2,1.0,3,60.0,40.0,No desea trabajar más horas,,,,,,,,si,no,,Chantaco,6.6,,no,si,si,si,femenino,2024-05-11 15:59:09.536,no,,,propia,,pública,Casa/Villa,80.0,,si,No
338140700,submitted_via_web,2024-05-11 21:59:33,karen_ortega,0,arreglo casa comunal o iglesia,si,no,si,si,0,1576.0,2024,6,Loja,GLP,no,si,,no,70,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 13:57:05.422,casado(a),bueno,bueno,regular,mestizo,2024-05-11,De la red pública,100.0,0.0,,30.0,50.0,,,0.0,,Conectado a red pública de alcantarillado,1,-4.2618966,-79.2221608,bloque,cemento,otros,,primaria,,,3,,2,0.0,3.0,No desea trabajar más horas,,,,,,,,no,no,,Vilcabamba (Victoria),3.0,,no,si,no,no,masculino,2024-05-11 13:50:15.954,no,,,propia,,,Casa/Villa,,,no,No
349696000,submitted_via_web,2024-06-16 00:36:28,karen_ortega,0,no participa,si,no,si,no,0,1567.1,2024,6,Loja,GLP,si,si,,no,45,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-06-15 16:15:10.833,unión libre,bueno,bueno,bueno,mestizo,2024-06-15,De la red pública,200.0,0.0,20.0,0.0,80.0,,,0.0,,Conectado a red pública de alcantarillado,1,-4.2604905,-79.2205661,ladrillo,cerámica,plancha zinc,,secundaria,,,5,,4,0.0,6.0,Cambiar el trabajo por otro con más horas,,,,,,,,no,si,,Vilcabamba (Victoria),4.5,,no,si,no,no,femenino,2024-06-15 16:07:37.002,no,,,propia,,,Casa/Villa,100.0,,si,No
349800242,submitted_via_web,2024-06-16 17:34:51,erika_cabrera,1,arreglo casa comunal o iglesia,no,si,si,si,50,2239.0,2024,2,Loja,Gas natural,no,si,,si,59,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-06-16 12:34:41.888,casado(a),regular,regular,regular,mestizo,2024-06-16,Vertiente o manantial,220.0,45.0,25.0,20.0,40.0,,,30.0,,Conectado a red pública de alcantarillado,0,-3.8906065,-79.2890459,ladrillo,cemento,plancha zinc,presencial,secundaria,,,3,1.0,3,58.0,,,,No realizó ninguna gestión para buscar trabajo,,No tiene necesidad o deseos de trabajar,Ama de casa,,,,no,Conyuge,Taquil (Miguel Riofrio),15.014,,no,si,no,no,femenino,2024-06-16 12:10:44.782,no,,,propia,,pública,Casa/Villa,,,si,No
338072105,submitted_via_web,2024-05-11 15:05:30,dspa19,0,no participa,si,no,si,si,20,2248.199951171875,2024,3,Loja,Gas natural,no,si,,no,63,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 10:05:21.774,casado(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,150.0,0.0,25.0,100.0,27.0,20.0,,0.0,,Conectado a red pública de alcantarillado,1,-3.8907415,-79.2888568,ladrillo,cemento,teja,,básica,,,5,,4,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No está en edad de trabajar,Jubilado o pensionado,,,,no,,Taquil (Miguel Riofrio),7.886,,no,si,no,si,femenino,2024-05-11 09:48:20.025,no,,,propia,,,Casa/Villa,,,si,No
338140743,submitted_via_web,2024-05-11 22:00:26,anthony_diaz,0,no participa,si,si,si,si,200,2449.89990234375,2024,4,Loja,Gas natural,no,si,,no,30,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 16:54:14.644,soltero(a),bueno,regular,bueno,mestizo,2024-05-11,Vertiente o manantial,200.0,0.0,20.0,100.0,10.0,,,50.0,,Conectado a red pública de alcantarillado,0,-3.7415231,-79.2652284,bloque,cerámica,losa,,superior universitaria,,,7,,3,0.0,84.0,No desea trabajar más horas,,,,,,,,no,si,Hijo o hija,San Lucas,6.249,,no,si,no,no,femenino,2024-05-11 13:00:19.144,no,,,propia,,,Casa/Villa,,,si,No
338107044,submitted_via_web,2024-05-11 17:42:46,,0,no se realizan estas actividades,si,no,si,no,0,2466.951334953308,2024,6,Loja,GLP,si,si,,no,50,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 12:42:45.628,casado(a),bueno,bueno,regular,indígena,2024-05-11,Vertiente o manantial,100.0,30.0,20.0,100.0,15.0,,,0.0,,Conectado a red pública de alcantarillado,1,-3.735352,-79.262952,adobe,tablones de madera,teja,,secundaria,,,3,,3,0.0,40.0,Trabajar más horas en su trabajo actual,No ha realizado ninguna gestión,,,,,,,no,no,,San Lucas,35.0,,no,si,no,no,femenino,2024-05-11 12:22:17.276,no,,,propia,fiscal,,Casa/Villa,300.0,,si,No
350071650,submitted_via_web,2024-06-18 04:41:09,adriana_velesaca,0,deportes y entretenimiento,si,no,si,si,2,1550.3,2024,0,Loja,GLP,no,si,,no,88,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-06-14 17:31:14.712,casado(a),regular,regular,regular,mestizo,2024-06-14,De la red pública,100.0,20.0,22.0,100.0,11.0,,,20.0,,Conectado a red pública de alcantarillado,1,-4.2560496,-79.2223007,adobe,cemento,plancha zinc,,ninguno,,,3,,4,10.0,,,,No realizó ninguna gestión para buscar trabajo,,Está enfermo/incapacitado,Incapacitado,,,,no,,Vilcabamba (Victoria),4.78,,no,si,no,no,femenino,2024-06-14 17:24:15.023,no,,,propia,,,Casa/Villa,,,si,Si
349611641,submitted_via_web,2024-06-15 14:34:52,adriana_velesaca,0,gestión de obras,si,no,si,si,25,1679.7,2024,3,Loja,GLP,no,,,no,31,"no, todos asisten",si,Red de empresa eléctrica de servicio público,2024-06-14 15:53:31.102,unión libre,bueno,bueno,bueno,mestizo,2024-06-14,Otro,150.0,30.0,,30.0,25.0,,,20.0,100.0,Conectado a pozo séptico,0,-4.270714,-79.2130988,tapia,cerámica,plancha zinc,,bachillerato,,1.0,2,,4,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No cree poder encontrar,,Otro,3.0,no,no,Yerno o nuera,Vilcabamba (Victoria),5.0,,no,si,no,no,femenino,2024-06-14 15:37:56.953,no,,,arrendada,fiscal,,Casa/Villa,,,no,No
338146468,submitted_via_web,2024-05-11 23:27:52,helen_carrion,0,no participa,si,no,si,si,0,1566.400024414062,2024,6,Loja,GLP,no,,,no,77,No hay miembros del hogar en ese rango de edad,si,Red de empresa eléctrica de servicio público,2024-05-11 11:55:05.911,casado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,60.0,0.0,10.0,20.0,10.0,,,10.0,100.0,Conectado a red pública de alcantarillado,1,-4.2051207,-79.224967,ladrillo,cerámica,losa,,básica,,3.0,1,,3,15.0,2.0,No desea trabajar más horas,,,,,,,,no,no,,Malacatos (Valladolid) ,18.816,,no,si,no,no,masculino,2024-05-11 11:37:01.682,no,,,arrendada,,,Departamento en casa o edificio,,,si,No
348242059,submitted_via_web,2024-06-11 20:36:23,geovannyp,1,limpieza y adecentamiento,si,si,si,si,300,1765.1,2024,6,Loja,GLP,si,si,,si,25,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 16:55:57.951,soltero(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,60.0,20.0,45.0,58.0,100.0,0.0,,25.0,,Conectado a pozo séptico,0,-4.1516218,-79.2085077,ladrillo,cemento,losa,en línea,bachillerato,,,3,1.0,2,50.0,1.0,No desea trabajar más horas,,,,,,,,no,no,Hijo o hija,Malacatos (Valladolid) ,10.5,,no,si,no,no,femenino,2024-05-11 16:36:08.077,no,,,propia,fiscal,pública,Casa/Villa,200.0,,si,No
339050634,submitted_via_web,2024-05-14 20:11:22,anahi_puglla,0,no participa,si,no,si,no,0,2337.5,2024,6,Loja,Gas natural,no,si,,no,66,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 09:18:14.725,viudo(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,80.0,0.0,,0.0,25.0,,,36.0,,Conectado a red pública de alcantarillado,1,-3.8538794,-79.4266709,bloque,baldosa,teja,,primaria,,,1,,1,100.0,14.0,Trabajar más horas en otro trabajo,,,,,,,,no,no,,El Cisne,22.632,,no,si,no,no,femenino,2024-05-11 08:44:28.602,no,,,propia,,,Casa/Villa,,,no,No
348242080,submitted_via_web,2024-06-11 20:36:26,geovannyp,1,deportes y entretenimiento,si,si,si,si,30,1823.9,2024,24,Loja,GLP,si,si,otro uso,no,24,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 18:12:33.413,soltero(a),bueno,bueno,regular,mestizo,2024-05-11,De la red pública,100.0,35.0,22.0,30.0,10.0,,0.0,15.0,,Conectado a red pública de alcantarillado,0,-4.1518517,-79.2072126,tabla,tablones de madera,teja,,bachillerato,,,5,,7,80.0,8.0,Trabajar más horas en otro trabajo,No ha realizado ninguna gestión,,,,,,,no,si,Hijo o hija,Loja,11.0,,no,no,si,no,femenino,2024-05-11 17:53:26.808,no,,,propia,fiscal,,Casa/Villa,230.0,,si,No
349611643,submitted_via_web,2024-06-15 14:34:53,adriana_velesaca,0,no participa,si,si,si,si,0,1672.5,2024,6,Loja,GLP,si,si,,si,51,No hay miembros del hogar en ese rango de edad,si,Red de empresa eléctrica de servicio público,2024-06-14 16:09:06.644,soltero(a),bueno,bueno,bueno,mestizo,2024-06-14,De la red pública,400.0,0.0,22.0,20.0,27.0,,,20.0,,Conectado a pozo séptico,1,-4.270888,-79.2129652,ladrillo,cerámica,losa,presencial,primaria,,3.0,5,1.0,6,300.0,,,,Hablar con amigos o parientes,5.0,,,Terminación de contrato,5.0,no,no,,Vilcabamba (Victoria),4.22,,no,si,no,no,femenino,2024-06-14 15:57:59.844,no,,,propia,,pública,Casa/Villa,300.0,,si,No
313333975,submitted_via_web,2024-02-16 22:17:09,johnbecerra,1,deportes y entretenimiento,si,si,si,si,200,2022.800048828125,2024,21,Loja,GLP,no,si,,si,53,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-02-16 14:10:24.827,casado(a),bueno,bueno,bueno,mestizo,2024-02-16,De la red pública,150.0,200.0,25.0,70.0,30.0,20.0,15.0,50.0,,Conectado a red pública de alcantarillado,1,-4.1020196,-79.9570403,bloque,cerámica,plancha fibrocemento,presencial,post-grado,,,4,1.0,2,100.0,,,,No realizó ninguna gestión para buscar trabajo,,No está en edad de trabajar,Jubilado o pensionado,,,,no,,Loja,4.916,,no,si,si,si,masculino,2024-02-15 21:53:40.566,no,,,propia,,privada,Casa/Villa,,,si,Si
338142551,submitted_via_web,2024-05-11 22:23:22,erik_moreno_2127,0,no participa,si,no,si,no,0,2648.6,2024,6,Loja,Gas natural,no,no,,no,53,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 12:30:12.300,casado(a),regular,regular,regular,mestizo,2024-05-11,Vertiente o manantial,100.0,20.0,,40.0,10.0,10.0,,10.0,,Conectado a red pública de alcantarillado,0,-3.8439507,-79.3451901,bloque,tablones de madera,teja,,primaria,,,1,,3,0.0,8.0,No desea trabajar más horas,,,,,,,,no,no,Conyuge,Chuquiribamba,4.6,,no,si,no,no,femenino,2024-05-11 12:08:54.209,no,,,propia,fiscomisional,,Casa/Villa,,,no,No
338146472,submitted_via_web,2024-05-11 23:27:54,helen_carrion,0,otras,si,si,si,si,0,1564.900024414062,2024,5,Loja,GLP,si,si,,si,31,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 12:45:10.750,soltero(a),bueno,regular,bueno,mestizo,2024-05-11,De la red pública,200.0,0.0,25.0,30.0,20.0,,,70.0,,Conectado a pozo séptico,1,-4.2067303,-79.225336,ladrillo,cerámica,losa,presencial,superior universitaria,,,5,1.0,4,0.0,8.0,Trabajar más horas en otro trabajo,No ha realizado ninguna gestión,,,,,,,no,si,,Malacatos (Valladolid) ,56.1,,si,si,no,si,femenino,2024-05-11 12:26:53.743,no,,,propia,,pública,Casa/Villa,250.0,50.0,si,No
309660515,submitted_via_web,2024-02-03 03:46:22,camilaencarnacion0709,1,no participa,si,si,si,si,0,1986.0,2024,6,Calvas,Gas natural,no,,,no,65,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-02-02 12:15:07.324,soltero(a),regular,regular,regular,mestizo,2024-02-02,De la red pública,50.0,0.0,0.0,0.0,0.0,,,0.0,,Conectado a red pública de alcantarillado,1,-4.3282774,-79.5545328,ladrillo,parquet o madera pulida,losa,,secundaria,,,4,,4,0.0,8.0,No desea trabajar más horas,,,,,,,,si,no,,Cariamanga,4.716,,no,si,no,no,femenino,2024-02-02 11:54:47.806,no,,,otro,,,Casa/Villa,,,si,Si
310117075,submitted_via_web,2024-02-05 12:27:45,josealverca,1,deportes y entretenimiento,si,si,si,si,90,1967.099975585938,2024,3,Calvas,Gas natural,no,si,,si,25,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-02-02 12:22:08.823,soltero(a),bueno,bueno,bueno,mestizo,2024-02-02,De la red pública,300.0,60.0,30.0,20.0,30.0,0.0,0.0,20.0,,Conectado a red pública de alcantarillado,0,-4.3267912,-79.5607743,ladrillo,parquet o madera pulida,losa,a distancia,bachillerato,,,3,2.0,5,40.0,50.0,No desea trabajar más horas,,,,,,,,no,si,Hijo o hija,Cariamanga,24.079,,no,si,si,si,masculino,2024-02-02 12:12:01.679,no,,,propia,fiscomisional,privada,Casa/Villa,,,si,Si
310162954,submitted_via_web,2024-02-05 14:45:51,less09,0,no participa,si,si,si,si,0,1969.694,2024,4,Calvas,Gas natural,no,,,no,38,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-02-02 16:26:35.725,soltero(a),bueno,bueno,bueno,mestizo,2024-02-02,De la red pública,350.0,0.0,25.0,0.0,0.0,20.0,18.0,50.0,150.0,Conectado a red pública de alcantarillado,1,-4.3268937,-79.5533575,ladrillo,cerámica,losa,,superior universitaria,,,3,,3,0.0,8.0,No desea trabajar más horas,,,,,,,,si,si,,Cariamanga,3.9,,no,si,si,si,femenino,2024-02-02 16:15:49.823,no,,,arrendada,fiscomisional,,Departamento en casa o edificio,,,si,Si
359244909,submitted_via_web,2024-07-12 18:45:23,dereckjv_28,0,,si,no,no,no,0,1977.2,2024,6,Calvas,"Madera, leña",no,no,la quema,no,45,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-07-12 13:01:01.418,unión libre,regular,regular,regular,mestizo,2024-07-12,Vertiente o manantial,200.0,20.0,20.0,60.0,10.0,,,30.0,,Conectado a pozo séptico,1,-4.4234646,-79.5565792,adobe,tierra,teja,,primaria,,,2,,5,15.0,50.0,Trabajar más horas en otro trabajo,Buscar más trabajo ?,,,,,,,no,si,,Sanguillin,6.76,,no,no,no,no,masculino,2024-07-12 12:56:11.729,no,,,propia,fiscal,,Mediagua,,,si,No
309658614,submitted_via_web,2024-02-03 03:10:15,juan_cartuche,0,no participa,no,no,no,si,0,1969.10546875,2024,1,Calvas,Gas natural,no,,,no,52,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-02-02 12:55:52.423,soltero(a),malo,malo,malo,mestizo,2024-02-02,De la red pública,120.0,0.0,20.0,0.0,40.0,20.0,,20.0,250.0,Conectado a red pública de alcantarillado,1,-4.3311794,-79.5559692,tapia,cemento,madera,,ninguno,,,3,,4,0.0,5.0,No desea trabajar más horas,,,,,,,,no,no,,Cariamanga,6.291,,no,si,no,no,masculino,2024-02-02 12:47:46.493,no,,,arrendada,,,Departamento en casa o edificio,,,si,Si
309798871,submitted_via_web,2024-02-03 16:55:51,luisromero,0,no participa,si,si,si,si,80,1947.400024414062,2024,6,Calvas,Gas natural,no,si,,no,50,No hay miembros del hogar en ese rango de edad,si,Red de empresa eléctrica de servicio público,2024-02-02 14:37:38.205,divorciado(a),regular,bueno,bueno,mestizo,2024-02-02,De la red pública,200.0,100.0,20.0,50.0,45.0,,10.0,50.0,,Conectado a red pública de alcantarillado,1,-4.3284833,-79.5579342,ladrillo,baldosa,losa,,secundaria,,1.0,3,,2,20.0,52.0,No desea trabajar más horas,,,,,,,,si,si,,Cariamanga,4.924,,no,si,si,no,masculino,2024-02-02 14:32:08.418,no,,,propia,,,Casa/Villa,,,si,Si
309658613,submitted_via_web,2024-02-03 03:10:14,juan_cartuche,0,no se realizan estas actividades,si,si,si,si,50,1958.28564453125,2024,3,Calvas,Gas natural,no,si,,si,32,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-02-02 12:45:27.414,soltero(a),bueno,bueno,bueno,mestizo,2024-02-02,De la red pública,100.0,0.0,30.0,100.0,50.0,15.0,16.0,0.0,,Conectado a red pública de alcantarillado,0,-4.3317453,-79.5558609,ladrillo,cerámica,plancha fibrocemento,a distancia,superior tecnológica,,,7,2.0,5,20.0,5.0,Trabajar más horas en su trabajo actual,Buscar más trabajo ?,,,,,,,si,no,Hijo o hija,Cariamanga,20.396,,no,si,si,si,masculino,2024-02-02 12:31:49.510,no,,,propia,fiscomisional,pública,Casa/Villa,,,si,Si
309653501,submitted_via_web,2024-02-03 00:53:31,yami18,1,seguridad ciudadana,si,si,si,no,60,1953.599975585938,2024,3,Calvas,Electricidad,si,,,si,48,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-02-02 10:38:49.557,divorciado(a),regular,regular,regular,mestizo,2024-02-02,De la red pública,200.0,100.0,20.0,50.0,15.0,,,100.0,100.0,Conectado a red pública de alcantarillado,1,-4.3298901,-79.557034,ladrillo,cemento,teja,presencial,bachillerato,,,5,1.0,3,50.0,3.0,No desea trabajar más horas,,,,,,,,no,si,,Cariamanga,14.065,,no,si,no,no,femenino,2024-02-02 10:30:56.410,no,,,arrendada,fiscomisional,pública,Casa/Villa,50.0,,si,Si
